customer_city,unique_customers,total_orders,total_revenue,latitude,longitude,avg_order_value,avg_customer_value
contenda,1,1,104.61,-25.679134708289812,-49.53535670561776,104.61,104.61
coqueiro baixo,1,1,86.67,-29.18047999999994,-52.089344249999954,86.67,86.67
coqueiros do sul,1,1,49.06,-28.118553226627522,-52.78245270110114,49.06,49.06
coracao de jesus,1,1,43.23,-16.660334572677282,-44.34611615056336,43.23,43.23
corbelia,1,1,64.1,-24.79557436269287,-53.29792404486486,64.1,64.1
cordeiro,14,14,1927.32,-22.027256822202872,-42.36626102797319,137.66571428571427,137.66571428571427
cordeiropolis,7,7,2172.83,-22.481763564480133,-47.459958340316014,310.4042857142857,310.4042857142857
coreau,1,1,54.81,-3.565085492206122,-40.66259663868692,54.81,54.81
coremas,1,1,160.51,-7.01825757043902,-37.944255498102386,160.51,160.51
coribe,1,1,72.18,-13.825204329206679,-44.453887836460595,72.18,72.18
corinto,3,3,846.0899999999999,-18.365786615134013,-44.45440193478883,282.03,282.03
cornelio procopio,14,14,1538.37,-23.181161077296654,-50.64960783251922,109.88357142857141,109.88357142857141
coroaci,1,1,289.85,-18.62002742371327,-42.28266785890231,289.85,289.85
coroados,1,1,131.44,-21.355518005626834,-50.284634723537536,131.44,131.44
coroata,3,3,282.12,-4.129401649445521,-44.126549586058424,94.04,94.04
coromandel,10,10,1203.1,-18.47627421500296,-47.19682128916466,120.30999999999999,120.30999999999999
coronel domingos soares,1,1,106.87,-26.22369095050902,-52.0300007182353,106.87,106.87
coronel fabriciano,22,22,3056.44,-19.498402407396316,-42.626986144529035,138.92909090909092,138.92909090909092
coronel freitas,1,1,98.65,-26.906928051000563,-52.70313049471359,98.65,98.65
coronel joao pessoa,1,1,124.33,-6.265689093152236,-38.44126594152204,124.33,124.33
coronel joao sa,2,2,348.63,-10.286244573272963,-37.9266780366109,174.315,174.315
coronel macedo,1,1,37.27,-23.630610844696953,-49.31318912407182,37.27,37.27
coronel martins,1,1,65.99,-26.51197406846876,-52.66907658962485,65.99,65.99
coronel pacheco,1,1,99.9,-21.593698960032746,-43.27374596923992,99.9,99.9
coronel vivida,3,3,281.03000000000003,-25.984865711694923,-52.56760071129755,93.67666666666668,93.67666666666668
corrego fundo,1,1,144.65,-20.44901327037124,-45.55536784616868,144.65,144.65
correia pinto,5,5,806.31,-27.584160958831593,-50.36622459794297,161.262,161.262
correntes,1,1,221.59,-9.130222956872599,-36.328720148830016,221.59,221.59
cortes,1,1,159.3,-8.473513304864595,-35.543168848857185,159.3,159.3
corumba,18,18,3431.85,-19.008076399964896,-57.64994281495078,190.65833333333333,190.65833333333333
corumbaiba,3,3,220.37,-18.142259580605526,-48.563532333024504,73.45666666666666,73.45666666666666
corumbatai,1,1,35.84,,,35.84,35.84
corumbatai do sul,1,1,45.78,-24.101029121105753,-52.11709725331264,45.78,45.78
corupa,3,3,427.90999999999997,-26.431977472068905,-49.2476145658104,142.63666666666666,142.63666666666666
coruripe,1,1,1063.09,-10.12551530808525,-36.174913695847614,1063.09,1063.09
cosmopolis,35,35,6113.88,-22.635589910822283,-47.18841918607851,174.6822857142857,174.6822857142857
cosmorama,4,4,1074.08,-20.480037106637017,-49.77624322252799,268.52,268.52
costa marques,2,2,1658.28,-12.350703254975741,-64.20543446596382,829.14,829.14
costa rica,9,9,790.5600000000001,-18.540974232449358,-53.13274009236252,87.84,87.84
cotia,138,138,22369.0,-23.623332429949315,-46.923502986076855,162.09420289855072,162.09420289855072
cotipora,1,1,127.53,-28.992884100689835,-51.697536286334795,127.53,127.53
cotriguacu,2,2,220.48000000000002,,,110.24000000000001,110.24000000000001
couto de magalhaes,1,1,44.17,-8.365862033997303,-49.16831059122928,44.17,44.17
coxilha,1,1,34.23,-28.126926574906292,-52.29683663059865,34.23,34.23
coxim,6,6,1015.96,-18.50726515886232,-54.74875310212911,169.32666666666668,169.32666666666668
crateus,3,3,1054.37,-5.178977553905794,-40.6676722014273,351.45666666666665,351.45666666666665
crato,7,7,1825.93,-7.2372432876847235,-39.41222827705197,260.84714285714284,260.84714285714284
cravinhos,11,11,1687.56,-21.34119869877524,-47.7329227572077,153.41454545454545,153.41454545454545
cravolandia,1,1,187.83,,,187.83,187.83
criciuma,57,57,13413.31,-28.69397946295397,-49.39339674197624,235.32122807017544,235.32122807017544
crisopolis,2,2,105.78,-11.510350367865279,-38.15147738090929,52.89,52.89
crissiumal,1,1,234.15,-27.497914952684063,-54.09978360464795,234.15,234.15
cristais,2,2,266.23,-20.875296630804296,-45.51623716422217,133.115,133.115
cristal,2,2,562.72,-31.001294698133822,-52.0480061154984,281.36,281.36
cristalandia,1,1,163.62,-10.602957751524896,-49.19543707598355,163.62,163.62
cristalia,2,2,440.75,-16.719068093902173,-42.865027431634786,220.375,220.375
cristalina,3,3,1101.83,-19.634284967147554,-51.184474442972295,367.27666666666664,367.27666666666664
cristiano otoni,2,2,279.38,-20.827198141281883,-43.80888135798147,139.69,139.69
cristina,5,5,453.39,-22.21042987201982,-45.2646508788708,90.678,90.678
cristinapolis,1,1,145.37,-11.477031075456559,-37.755925805326065,145.37,145.37
cristopolis,2,2,113.94999999999999,-12.23446807165592,-44.4100200325766,56.974999999999994,56.974999999999994
crixas,5,5,606.71,-14.540576551279155,-49.96901725828049,121.34200000000001,121.34200000000001
crucilandia,1,1,30.47,-20.394547557885957,-44.33878261226263,30.47,30.47
cruz,4,4,800.39,-2.9010007452282274,-40.2441339245016,200.0975,200.0975
cruz alta,17,17,2582.9900000000002,-28.644506730481883,-53.60339853047418,151.94058823529414,151.94058823529414
cruz das almas,8,8,1022.1700000000001,-12.670246382541524,-39.10327746739888,127.77125000000001,127.77125000000001
cruzalia,3,3,463.75,-22.743475625478546,-50.78786138581714,154.58333333333334,154.58333333333334
cruzeiro,26,26,4469.38,-22.086984870432662,-45.17108481349327,171.89923076923077,171.89923076923077
cruzeiro da fortaleza,1,1,53.23,-20.402336779729637,-48.694172754557115,53.23,53.23
cruzeiro do oeste,3,3,531.05,-23.802145643807762,-53.029694743706514,177.01666666666665,177.01666666666665
cruzeiro do sul,3,3,3107.7,-20.03383923102571,-58.9413566826834,1035.8999999999999,1035.8999999999999
cruzilia,3,3,299.2,-21.83931882554627,-44.81059555541973,99.73333333333333,99.73333333333333
cubatao,37,37,5366.95,-23.896057401065562,-46.42438551359379,145.0527027027027,145.0527027027027
cuiaba,148,148,33905.22,-15.609642194039957,-56.06348717650758,229.08932432432434,229.08932432432434
cuite,1,1,64.14,-6.484892406850372,-36.151772926378925,64.14,64.14
cumari,1,1,193.51,-18.26475442537532,-48.149793546319394,193.51,193.51
cumaru,2,2,399.98,-8.010752115238366,-35.6985165051966,199.99,199.99
cunha,6,6,984.26,-23.07086402487931,-44.9555940657993,164.04333333333332,164.04333333333332
cunha pora,3,3,382.03000000000003,-26.891057004363645,-53.17166652110003,127.34333333333335,127.34333333333335
cupira,1,1,65.53,-8.610039861901058,-35.95290294383694,65.53,65.53
curaca,1,1,285.91,,,285.91,285.91
curitiba,863,863,194533.5,-25.4577751608811,-49.27717575595131,225.4154113557358,225.4154113557358
curitibanos,12,12,3706.98,-27.290948728745207,-50.577361136441255,308.915,308.915
curiuva,2,2,152.75,-24.038144994253823,-50.45694394555731,76.375,76.375
currais novos,3,3,567.94,-6.259324714082862,-36.518752632087725,189.31333333333336,189.31333333333336
curral de cima,1,1,199.0,-6.718979212776461,-35.26602567205188,199.0,199.0
curralinho,1,1,1421.16,-1.813813529228985,-49.79649724588802,1421.16,1421.16
cururupu,1,1,372.26,-1.8274935813426987,-44.8703003618969,372.26,372.26
curvelandia,1,1,487.56,-15.612737718346427,-57.91708197566089,487.56,487.56
curvelo,16,16,2844.95,-18.76341842229983,-44.433156771319794,177.809375,177.809375
custodia,3,3,460.09000000000003,-8.089040071950775,-37.64423184729449,153.36333333333334,153.36333333333334
damianopolis,2,2,63.84,-14.558825045092368,-46.175249736965654,31.92,31.92
dario meira,2,2,225.26,-14.432570124936387,-39.904578538190265,112.63,112.63
datas,1,1,5525.64,-18.44727257487323,-43.65887137057231,5525.64,5525.64
david canabarro,1,1,273.24,-28.38912938983304,-51.84383599037798,273.24,273.24
delfim moreira,1,1,39.37,-22.506465902168443,-45.27704785019872,39.37,39.37
delfinopolis,2,2,676.62,-20.35314672721178,-46.84294115960025,338.31,338.31
delmiro gouveia,1,1,624.8,-9.382493141218601,-38.01055015095292,624.8,624.8
demerval lobao,1,1,40.38,-5.358004775824459,-42.676658416077125,40.38,40.38
denise,1,1,157.34,-14.728321754761755,-57.04935061906149,157.34,157.34
deodapolis,1,1,78.2,,,78.2,78.2
deputado irapuan pinheiro,1,1,55.62,-5.879736632121809,-39.25783253964072,55.62,55.62
descalvado,8,8,917.4300000000001,-21.908634153727803,-47.6195840295051,114.67875000000001,114.67875000000001
descoberto,1,1,151.61,-21.460459659501712,-42.96366943556601,151.61,151.61
desembargador otoni,1,1,196.02,-17.69660993683053,-43.33178079572376,196.02,196.02
desterro de entre rios,1,1,58.28,-20.658745791585076,-44.32897013371234,58.28,58.28
diadema,172,172,23630.96,-23.69329422718562,-46.611348846390534,137.38930232558138,137.38930232558138
diamante d'oeste,1,1,307.69,,,307.69,307.69
diamante do norte,4,4,527.98,-22.65891497732938,-52.86448993041049,131.995,131.995
diamantina,16,16,1673.93,-18.240347942725787,-43.6005078626568,104.620625,104.620625
diamantino,4,4,336.32,-14.379328203888324,-56.42989156397566,84.08,84.08
dianopolis,3,3,432.89,-11.627033763785315,-46.8215469964229,144.29666666666665,144.29666666666665
dias d'avila,11,11,976.31,-12.613381623293343,-38.30107302440003,88.75545454545454,88.75545454545454
dionisio,1,1,103.04,,,103.04,103.04
dionisio cerqueira,1,1,178.64,-26.258502080968704,-53.63606883082187,178.64,178.64
diorama,1,1,117.76,-16.234017407589523,-51.25809525639148,117.76,117.76
divino,9,9,1444.96,-20.610108566038743,-42.146371443505956,160.5511111111111,160.5511111111111
divino das laranjeiras,1,1,51.1,-18.862878662368132,-41.516575297356084,51.1,51.1
divinolandia,5,5,1209.55,-21.661406822890473,-46.73662296127121,241.91,241.91
divinolandia de minas,3,3,178.82,-18.79752831788695,-42.606563575139056,59.60666666666666,59.60666666666666
divinopolis,63,63,20132.18,-20.148637168319073,-44.887565851314825,319.5584126984127,319.5584126984127
divisa alegre,1,1,161.74,-15.725920378278673,-41.3414846034514,161.74,161.74
dobrada,1,1,188.89,-21.518612546651045,-48.392202600489014,188.89,188.89
doce grande,1,1,67.72,,,67.72,67.72
dois corregos,6,6,771.85,-22.368024597233408,-48.386261979222404,128.64166666666668,128.64166666666668
dois irmaos,14,14,3368.12,-29.587186092324195,-51.091214293917815,240.57999999999998,240.57999999999998
dois irmaos do buriti,2,2,698.1600000000001,,,349.08000000000004,349.08000000000004
dois vizinhos,13,13,2285.89,-25.748854265422125,-53.06008829226007,175.8376923076923,175.8376923076923
dom aquino,1,1,72.18,-15.809248226897083,-54.92192291932214,72.18,72.18
dom basilio,1,1,40.55,,,40.55,40.55
dom feliciano,3,3,406.82,-30.70391254628606,-52.10802162884412,135.60666666666665,135.60666666666665
dom joaquim,1,1,163.38,-18.95971600067106,-43.25516285495802,163.38,163.38
dom pedrito,6,6,769.78,-30.979123341411878,-54.66997677388249,128.29666666666665,128.29666666666665
dom pedro,2,2,473.11,-5.03688290010167,-44.43795301877852,236.555,236.555
dom silverio,2,2,235.31,-20.16425237315996,-42.968428198957966,117.655,117.655
dom vicoso,1,1,142.96,-22.25087122494672,-45.1572687540962,142.96,142.96
domiciano ribeiro,1,1,72.73,,,72.73,72.73
domingos martins,4,4,618.3499999999999,-20.182532125395277,-40.75087501690879,154.58749999999998,154.58749999999998
dona emma,1,1,47.81,-26.98701260775066,-49.72814449754168,47.81,47.81
dona euzebia,1,1,322.85,-21.316713780337267,-42.813063003025135,322.85,322.85
dona francisca,2,2,340.15,-29.62388934309431,-53.35653800003954,170.075,170.075
dores de campos,5,5,773.45,-21.109897644968864,-44.02336767935939,154.69,154.69
dores do indaia,6,6,859.85,-19.466534517809865,-45.6005195139431,143.30833333333334,143.30833333333334
dores do rio preto,3,3,460.65,-20.68276666465529,-41.842745745044915,153.54999999999998,153.54999999999998
dormentes,2,2,1222.33,-8.44617819121274,-40.76792402168036,611.165,611.165
douradina,1,1,118.65,-22.712174454419866,-53.9492138833527,118.65,118.65
dourado,6,6,921.36,-22.111603906846536,-48.31442898468166,153.56,153.56
dourados,47,47,9367.73,-22.23052800322996,-54.80077262396096,199.31340425531914,199.31340425531914
doutor camargo,1,1,230.63,-23.554679682240632,-52.21848836159882,230.63,230.63
doutor ulysses,1,1,317.22,-24.57013737226684,-49.41848964973485,317.22,317.22
doverlandia,1,1,128.02,-16.727849161235895,-52.32081038589062,128.02,128.02
dracena,11,11,3892.15,-21.48639335970809,-51.533744143993836,353.83181818181816,353.83181818181816
duartina,8,8,1869.51,-22.414792542149083,-49.41010846159248,233.68875,233.68875
duas barras,1,1,36.95,-22.05306144446236,-42.51879810630607,36.95,36.95
duere,1,1,158.77,-11.341387440445823,-49.2668578885991,158.77,158.77
dumont,1,1,183.82,-21.23981310767113,-47.97706610477948,183.82,183.82
duque de caxias,108,108,21784.89,-22.700759734862125,-43.2835949380458,201.71194444444444,201.71194444444444
durande,2,2,146.19,-20.20171885054973,-41.79970423914201,73.095,73.095
echapora,2,2,1302.63,-22.4299509636415,-50.20543406742505,651.315,651.315
ecoporanga,2,2,215.10000000000002,-18.36881608995012,-40.82597415326898,107.55000000000001,107.55000000000001
eldorado,5,5,919.4399999999999,-24.153288852954624,-51.194610823414266,183.88799999999998,183.88799999999998
eldorado do sul,7,7,1117.73,-30.015733809082768,-51.32857728642114,159.6757142857143,159.6757142857143
elias fausto,4,4,334.8,-23.040633329662644,-47.37164861406023,83.7,83.7
eliseu martins,2,2,354.44,-8.098802867760481,-43.660468421909414,177.22,177.22
elisio medrado,1,1,44.92,-12.945754382865934,-39.52141988424625,44.92,44.92
eloi mendes,5,5,753.97,-21.608502670027345,-45.566466693470225,150.794,150.794
embu das artes,106,106,16768.97,-23.652014531234244,-46.833299709355266,158.19783018867926,158.19783018867926
embu-guacu,25,25,4420.69,-23.8351268270498,-46.81408628502836,176.8276,176.8276
emilianopolis,2,2,198.49,-21.830441063754055,-51.48314002332803,99.245,99.245
encantado,6,6,2719.05,-29.236104755527442,-51.8751846997003,453.175,453.175
encruzilhada do sul,4,4,545.18,-30.544711212440724,-52.52372179022532,136.295,136.295
eneas marques,2,2,76.44,,,38.22,38.22
engenheiro beltrao,1,1,52.38,-23.7986992352732,-52.263423500835366,52.38,52.38
engenheiro coelho,8,8,943.86,-22.487817723352375,-47.20455471253452,117.9825,117.9825
engenheiro passos,2,2,291.24,-22.056619499199538,-44.99224961571747,145.62,145.62
engenheiro paulo de frontin,3,3,203.1,-22.537265002139407,-43.665799223424436,67.7,67.7
entre rios,4,4,1126.23,-19.335143620384333,-45.321042789855134,281.5575,281.5575
entre rios de minas,5,5,623.24,-20.67110481067536,-44.06587180143238,124.648,124.648
entre rios do oeste,3,3,148.57999999999998,-24.702966464945906,-54.23744799743772,49.526666666666664,49.526666666666664
entre-ijuis,2,2,745.75,,,372.875,372.875
erechim,31,31,4672.08,-27.6416742026846,-52.2711625546415,150.71225806451613,150.71225806451613
erere,1,1,226.23,-6.031735490122187,-38.34898110650219,226.23,226.23
erval grande,1,1,385.74,-27.39264336017934,-52.56908602358116,385.74,385.74
ervalia,6,6,965.96,-20.84059414010997,-42.655599256881075,160.99333333333334,160.99333333333334
escada,5,5,950.13,-8.366340905422762,-35.24120297027231,190.026,190.026
esmeraldas,9,9,1748.58,-19.78192824681679,-44.26061412354286,194.28666666666666,194.28666666666666
espera feliz,7,7,756.82,-20.64823472332548,-41.90925009163093,108.11714285714287,108.11714285714287
esperanca,4,4,1799.1599999999999,-7.018672399492173,-35.859303897935085,449.78999999999996,449.78999999999996
esperantina,2,2,281.33000000000004,-4.628067442180093,-45.38804282414779,140.66500000000002,140.66500000000002
esperantinopolis,3,3,771.4100000000001,-4.8785892070831185,-44.88337792727722,257.1366666666667,257.1366666666667
espigao,2,2,100.52,-22.19552228481866,-51.3567411304972,50.26,50.26
espigao alto do iguacu,1,1,61.1,-25.42405400767098,-52.83424961394049,61.1,61.1
espigao do oeste,3,3,609.3499999999999,-11.52662041605006,-61.014742629135874,203.11666666666665,203.11666666666665
espinosa,3,3,1099.7199999999998,-14.923654164790463,-42.81309249025588,366.57333333333327,366.57333333333327
espirito santo do pinhal,12,12,1064.39,-22.193296313700355,-46.75319181794205,88.69916666666667,88.69916666666667
esplanada,2,2,1491.61,-11.797063477493758,-37.947646687658995,745.805,745.805
espumoso,4,4,1585.88,-28.730670471052083,-52.84447519303611,396.47,396.47
estacao,4,4,668.07,-27.914101841408094,-52.258782068812856,167.0175,167.0175
estancia,2,2,1562.5,-11.259774886615524,-37.43571407810774,781.25,781.25
estancia velha,11,11,3959.44,-26.45454983161343,-48.78443653636021,359.9490909090909,359.9490909090909
esteio,22,22,3994.86,-29.852532199462164,-51.158240159143716,181.58454545454546,181.58454545454546
estevao de araujo,1,1,32.43,,,32.43,32.43
estiva,1,1,29.13,-22.463444083564244,-46.017184408328234,29.13,29.13
estiva gerbi,4,4,647.6600000000001,-22.274617698782976,-46.952843895583676,161.91500000000002,161.91500000000002
estreito,3,3,427.65000000000003,-6.559559478054802,-47.44423872630269,142.55,142.55
estrela,5,5,853.88,-29.497658970479996,-51.95838431142123,170.776,170.776
estrela do indaia,1,1,109.5,-19.532003193597255,-45.78781267387939,109.5,109.5
estrela do norte,1,1,107.22,-18.179381309344663,-50.36526515367831,107.22,107.22
euclides da cunha,3,3,433.33000000000004,-10.506647781847288,-39.01178236135266,144.44333333333336,144.44333333333336
eugenio de castro,1,1,111.76,-28.52758954977506,-54.145959600405654,111.76,111.76
eugenopolis,2,2,252.1,-21.097884822557152,-42.18385185406441,126.05,126.05
eunapolis,16,16,2930.97,-16.365902499833467,-39.578582334478625,183.185625,183.185625
eusebio,7,7,6493.17,-3.8780846128375694,-38.4586571230597,927.5957142857143,927.5957142857143
ewbank da camara,1,1,98.16,-21.551070403785488,-43.51210116740571,98.16,98.16
extrema,23,23,4087.98,-17.03204637068951,-53.954065195973065,177.7382608695652,177.7382608695652
extremoz,1,1,78.93,-5.6962590285086545,-35.281779332893365,78.93,78.93
farroupilha,19,19,3075.89,-29.246780430909638,-51.348577213730096,161.88894736842104,161.88894736842104
fartura,6,6,2196.95,-23.388650818146584,-49.51065070949627,366.1583333333333,366.1583333333333
fatima,1,1,816.36,-10.676815781372552,-43.55780578744351,816.36,816.36
fatima do sul,2,2,1312.08,-22.378064313728373,-54.50924004692693,656.04,656.04
faxinal,3,3,195.95,-23.99871143453599,-51.32361135609106,65.31666666666666,65.31666666666666
faxinal dos guedes,8,8,2394.24,-26.8502566353173,-52.25917760328908,299.28,299.28
fazenda nova,2,2,244.05,-12.178888945229886,-43.49211779550525,122.025,122.025
fazenda rio grande,18,18,4203.74,-25.664690043626184,-49.31240728294529,233.5411111111111,233.5411111111111
fazenda vilanova,1,1,40.15,-29.58577995078552,-51.829061985160564,40.15,40.15
feira de santana,92,92,17693.81,-12.247265650202392,-38.95602705885257,192.32402173913044,192.32402173913044
felicio dos santos,1,1,191.58,,,191.58,191.58
felipe guerra,1,1,157.65,-5.582167743425332,-37.70055965400177,157.65,157.65
felisburgo,1,1,123.47,-16.6419634086352,-40.76032202381983,123.47,123.47
felixlandia,1,1,90.28,-18.770881339001352,-44.97164233425584,90.28,90.28
feliz,8,8,2502.31,-29.452704570692116,-51.30223268988188,312.78875,312.78875
feliz deserto,2,2,423.75,-10.294195260579944,-36.3085517531178,211.875,211.875
fenix,1,1,67.92,-23.91581721419887,-51.97921936801934,67.92,67.92
fernando prestes,2,2,254.56,-21.267134804144064,-48.686678524301236,127.28,127.28
fernandopolis,29,29,4213.9800000000005,-20.281807404308083,-50.24865259951897,145.3096551724138,145.3096551724138
ferraz de vasconcelos,66,66,12143.54,-23.547419321812995,-46.37304411891779,183.9930303030303,183.9930303030303
ferreiros,1,1,133.94,-7.448871730182632,-35.2428143293147,133.94,133.94
fervedouro,3,3,397.57,-20.72487631162102,-42.305273280395866,132.52333333333334,132.52333333333334
figueira,1,1,530.24,-23.850046221901376,-50.403015864184475,530.24,530.24
firminopolis,3,3,252.23000000000002,-16.579554212323874,-50.30572061487165,84.07666666666667,84.07666666666667
flor da serra do sul,1,1,117.77,-26.255804307987933,-53.30585264793609,117.77,117.77
flora rica,1,1,237.26,-21.67684997043302,-51.38098148948543,237.26,237.26
florai,2,2,422.95,-23.318809614427238,-52.30525570332454,211.475,211.475
flores da cunha,7,7,2159.31,-29.03525706541139,-51.183154546287696,308.47285714285715,308.47285714285715
flores de goias,1,1,43.22,-14.489043559652542,-46.989502830620346,43.22,43.22
floresta,6,6,1171.85,-15.337388215010447,-47.152676643833615,195.3083333333333,195.3083333333333
florestal,3,3,382.47,-19.890081655281833,-44.4311810447447,127.49000000000001,127.49000000000001
florestopolis,3,3,855.07,-22.86657256320263,-51.39054299723058,285.02333333333337,285.02333333333337
floriano,6,6,1193.83,-6.775207138833256,-43.022868821767666,198.97166666666666,198.97166666666666
florianopolis,311,311,73592.95,-27.580683569624274,-48.517744488431354,236.63327974276527,236.63327974276527
florida paulista,4,4,416.53,-21.614401792889335,-51.171722502040666,104.1325,104.1325
florinia,1,1,57.61,-22.90210659815283,-50.72704172372592,57.61,57.61
fonseca,1,1,107.53,-20.16159337477424,-43.300652944075374,107.53,107.53
formiga,15,15,2801.91,-20.46253562176835,-45.433058998165116,186.79399999999998,186.79399999999998
formigueiro,1,1,63.37,-29.9992301981563,-53.50054936444503,63.37,63.37
formosa,15,15,4392.06,-15.546358921413905,-47.32912788737832,292.80400000000003,292.80400000000003
formosa da serra negra,1,1,155.5,-6.440041398536376,-46.18858062799542,155.5,155.5
formosa do rio preto,3,3,3939.8399999999997,-11.017033236590091,-45.258250238924084,1313.28,1313.28
formoso,2,2,780.88,-14.307686328885442,-47.55366130182939,390.44,390.44
formoso do araguaia,2,2,147.97000000000003,-11.812224723860362,-49.544885922077356,73.98500000000001,73.98500000000001
forquilha,3,3,352.22,-3.8015512539711955,-40.26303084530192,117.40666666666668,117.40666666666668
forquilhinha,6,6,537.11,-28.753138688345132,-49.475392669899485,89.51833333333333,89.51833333333333
fortaleza,333,333,83216.01,-3.769090826248246,-38.54212642346062,249.89792792792792,249.89792792792792
fortaleza dos valos,1,1,119.95,-28.79633961671801,-53.228372219872426,119.95,119.95
fortim,1,1,205.53,-4.454570033119691,-37.805706528898135,205.53,205.53
fortuna,1,1,383.03,-5.73270945714518,-44.15547422094826,383.03,383.03
foz do iguacu,49,49,9559.22,-25.516951463406684,-54.56630877209419,195.08612244897958,195.08612244897958
fraiburgo,8,8,1882.95,-27.029807812153095,-50.92124249393447,235.36875,235.36875
franca,86,86,19919.28,-20.529429145366667,-47.39579023603537,231.61953488372092,231.61953488372092
francisco beltrao,28,28,5517.71,-26.06106689431907,-53.05496839402795,197.06107142857144,197.06107142857144
francisco morato,56,56,7062.63,-23.279407506885327,-46.73959580552666,126.11839285714287,126.11839285714287
francisco sa,1,1,81.79,-16.487764046795366,-43.417499612139615,81.79,81.79
franco da rocha,57,57,6251.24,-23.300408722049937,-46.73777524475535,109.67087719298246,109.67087719298246
frecheirinha,1,1,187.43,-3.7589905989603696,-40.816151637596896,187.43,187.43
frederico westphalen,5,5,454.73,-27.356191058812172,-53.395979139962776,90.946,90.946
frei inocencio,2,2,244.01,-18.557139693388137,-41.90865871570033,122.005,122.005
frei lagonegro,1,1,520.68,-18.168896360988477,-42.76707455699983,520.68,520.68
frei martinho,1,1,192.68,-6.402787305631923,-36.451641065455775,192.68,192.68
frei rogerio,1,1,121.09,-27.176183584357766,-50.80152181447459,121.09,121.09
fronteira,3,3,762.36,-20.279454990887864,-49.20255148137911,254.12,254.12
fronteiras,2,2,262.64,-7.086001621601333,-40.615364575877656,131.32,131.32
frutal,14,14,2159.09,-20.02737817547669,-48.93350958851245,154.2207142857143,154.2207142857143
frutuoso gomes,1,1,115.87,-6.160260776209854,-37.84142954570843,115.87,115.87
fundao,2,2,300.03999999999996,-19.944160220015554,-40.38449895378412,150.01999999999998,150.01999999999998
gabriel monteiro,1,1,48.72,-21.530165206856104,-50.55255132432654,48.72,48.72
galvao,1,1,78.02,-26.45540159147402,-52.688055890561294,78.02,78.02
gameleira,3,3,1050.73,-8.584196684643691,-35.38563892012263,350.24333333333334,350.24333333333334
gameleiras,1,1,273.58,-15.082894964401873,-43.11934976595887,273.58,273.58
garanhuns,12,12,2752.9,-8.891366473244195,-36.4823273424479,229.40833333333333,229.40833333333333
garca,20,20,2765.65,-22.211471483564306,-49.65862497197637,138.2825,138.2825
garibaldi,4,4,655.1,-29.25390164551201,-51.52820815176132,163.775,163.775
garopaba,7,7,1134.94,-28.038737678812907,-48.631463327998624,162.1342857142857,162.1342857142857
garuva,3,3,1412.28,-26.034602380283914,-48.85354111529444,470.76,470.76
gaspar,15,15,5481.18,-26.901855372855103,-48.94740128345224,365.41200000000003,365.41200000000003
gastao vidigal,2,2,93.35,-20.797750145016238,-50.191440357247444,46.675,46.675
gaucha do norte,1,1,53.64,-13.18276206702451,-53.26554597388054,53.64,53.64
gaurama,2,2,414.49,-27.58699083374582,-52.092613261626525,207.245,207.245
gaviao peixoto,2,2,142.04000000000002,-21.838425033908386,-48.49271330498367,71.02000000000001,71.02000000000001
general carneiro,3,3,225.9,-21.056030895283495,-52.075514070280235,75.3,75.3
general maynard,1,1,217.85,-10.685271419019744,-36.98595499961593,217.85,217.85
general salgado,5,5,430.66999999999996,-20.64696405474457,-50.36256371267587,86.13399999999999,86.13399999999999
gentio do ouro,1,1,121.1,-11.430397447067516,-42.505532819090526,121.1,121.1
getulina,1,1,86.02,-21.799746647397733,-49.93136486168771,86.02,86.02
getulio vargas,3,3,174.19,-27.88662962008021,-52.22847844606442,58.06333333333333,58.06333333333333
girua,6,6,1195.16,-28.029701451024163,-54.34991721201694,199.19333333333336,199.19333333333336
glaura,1,1,89.36,,,89.36,89.36
glicerio,2,2,501.87,-21.80957550519975,-46.13574865090858,250.935,250.935
glorinha,1,1,133.21,-29.881225047560317,-50.7835262916663,133.21,133.21
goiabeira,1,1,95.4,-18.982839765221968,-41.22390299072754,95.4,95.4
goiana,6,6,584.48,-14.54913995147362,-39.09915881077298,97.41333333333334,97.41333333333334
goianapolis,2,2,620.3000000000001,-16.506991076108925,-49.01955109427933,310.15000000000003,310.15000000000003
goianesia,7,7,1476.67,-15.39447736758845,-49.1422866618902,210.95285714285714,210.95285714285714
goiania,404,404,96050.06,-16.67697919281826,-49.28152048690575,237.74767326732672,237.74767326732672
goianinha,1,1,251.11,-6.268847246693896,-35.20896179362485,251.11,251.11
goianira,5,5,1039.59,-16.51328325061693,-49.42095049445381,207.91799999999998,207.91799999999998
goianorte,2,2,229.5,-8.77403362277547,-48.93506587266363,114.75,114.75
goias,3,3,170.05,-15.938605999778817,-50.142780792093696,56.68333333333334,56.68333333333334
goiatuba,3,3,2195.77,-18.010414587983583,-49.379212135853756,731.9233333333333,731.9233333333333
goioere,5,5,1366.27,-24.185936255296784,-53.02562860417749,273.254,273.254
goitacazes,6,6,876.69,-21.96780564645769,-41.54848866875676,146.115,146.115
goncalves,2,2,573.79,,,286.895,286.895
gongogi,1,1,52.13,-14.324173723619397,-39.46617528490307,52.13,52.13
gouveia,1,1,902.26,-18.47081366941407,-43.76101364847365,902.26,902.26
governador celso ramos,1,1,156.49,-27.34336738228262,-48.55333035089985,156.49,156.49
governador mangabeira,1,1,116.26,-12.601161055340533,-39.04582470442742,116.26,116.26
