customer_city,unique_customers,total_orders,total_revenue,latitude,longitude,avg_order_value,avg_customer_value
magalhaes de almeida,1,1,323.52,-3.3949528767013546,-42.2053222182116,323.52,323.52
magda,2,2,496.07,-20.645652476968717,-50.22331851181047,248.035,248.035
mage,62,62,14467.9,-22.643447688165637,-43.1234925737894,233.3532258064516,233.3532258064516
maioba,1,1,621.78,,,621.78,621.78
mairi,1,1,821.03,-11.710510369249565,-40.14950442693872,821.03,821.03
mairinque,13,13,1411.91,-23.53650295835299,-47.18889011605326,108.60846153846154,108.60846153846154
mairipora,41,41,6796.49,-23.32972168623208,-46.59712215964799,165.7680487804878,165.7680487804878
mairipotaba,1,1,149.65,-17.297301426609756,-49.492303397075744,149.65,149.65
major vieira,2,2,253.38,-26.365762018968656,-50.326946295403914,126.69,126.69
malacacheta,5,5,1379.98,-17.847697697027982,-42.0808485867346,275.996,275.996
mallet,4,4,503.67,-25.883903118459568,-50.82702616356368,125.9175,125.9175
mamanguape,4,4,3125.51,-6.837168594957803,-35.12688719306731,781.3775,781.3775
mambai,2,2,921.9,-14.494591086288205,-46.11153305218248,460.95,460.95
mambore,5,5,607.61,-24.314251507368123,-52.52911313719751,121.522,121.522
manaira,1,1,147.4,,,147.4,147.4
manaus,67,67,17858.89,-3.073855371415415,-60.00043135040355,266.55059701492536,266.55059701492536
mandaguacu,3,3,498.86,-23.34495591219923,-52.09904825765634,166.28666666666666,166.28666666666666
mandaguari,12,12,9213.210000000001,-23.522116589381856,-51.6776633579356,767.7675,767.7675
mandirituba,2,2,151.08,-25.770383610713115,-49.32480184605346,75.54,75.54
manduri,2,2,185.99,-23.006344507717284,-49.31841495453075,92.995,92.995
manfrinopolis,1,1,138.08,-26.14422230537972,-53.30975982980494,138.08,138.08
manga,2,2,338.01,-14.753638660717579,-43.93965471559108,169.005,169.005
mangaratiba,10,10,1077.06,-22.94779800632107,-44.01477821887254,107.70599999999999,107.70599999999999
mangueirinha,2,2,454.45,-25.940474358861895,-52.17787723251204,227.225,227.225
manhuacu,32,32,8132.26,-20.25268829369247,-42.040598534498436,254.133125,254.133125
manhumirim,11,11,2424.35,-20.35584130637538,-41.956169737677804,220.39545454545453,220.39545454545453
manoel ribas,2,2,485.95,-24.51763874503543,-51.67440944339136,242.975,242.975
mantena,8,8,2043.18,-18.777954733022707,-40.98336116136959,255.3975,255.3975
mantenopolis,3,3,444.2,-18.86369285485961,-41.11875851381642,148.06666666666666,148.06666666666666
maquine,1,1,207.4,-29.657982816170207,-50.210125920847354,207.4,207.4
mar de espanha,2,2,237.42999999999998,-21.865734998794125,-43.00312852835708,118.71499999999999,118.71499999999999
mar vermelho,2,2,689.02,-9.451208581887236,-36.387711825813625,344.51,344.51
mara rosa,1,1,118.83,-14.018136979135805,-49.17836381667351,118.83,118.83
maraba,13,13,3380.66,-5.350222733866558,-49.10133698992154,260.0507692307692,260.0507692307692
maracacume,3,3,377.45000000000005,-2.0475975239584945,-45.9576785250743,125.81666666666668,125.81666666666668
maracai,5,5,1776.06,-22.615059082577268,-50.66808209417246,355.212,355.212
maracaju,7,7,3315.9599999999996,-21.622807014494487,-55.16419800267772,473.70857142857136,473.70857142857136
maracana,2,2,1068.05,-14.817000034637271,-48.45127521609688,534.025,534.025
maracanau,23,23,7124.4800000000005,-3.8696090816990987,-38.61527384446257,309.76000000000005,309.76000000000005
maracas,4,4,940.5,-13.439365307409346,-40.43331071784074,235.125,235.125
maragogi,2,2,197.4,-9.007675987232085,-35.220048242659786,98.7,98.7
maragogipe,1,1,100.48,-12.781836602100842,-38.91586725355916,100.48,100.48
maranguape,3,3,345.53,-3.8996157890306447,-38.68146996257914,115.17666666666666,115.17666666666666
maranhaozinho,1,1,76.57,-2.2444368174490115,-45.858553645784795,76.57,76.57
marataizes,8,8,2201.73,-21.0323181161207,-40.82269689695655,275.21625,275.21625
marau,14,14,2901.31,-21.262091806291412,-45.6044926113732,207.23642857142858,207.23642857142858
maravilha,6,6,517.38,-18.000464482596403,-45.271712164782606,86.23,86.23
maravilhas,4,4,516.36,-19.515017571479863,-44.67673891755669,129.09,129.09
marcelino vieira,1,1,169.02,-6.290720653421996,-38.16257764200831,169.02,169.02
marco,2,2,974.63,-3.1237974411856855,-40.15414598800406,487.315,487.315
marcos parente,1,1,64.5,-7.120923086505935,-43.889738276564074,64.5,64.5
marechal candido rondon,17,17,2422.34,-24.554525017898506,-54.05852495786673,142.49058823529413,142.49058823529413
marechal floriano,3,3,414.49,-20.415508811333915,-40.689012695583465,138.16333333333333,138.16333333333333
mari,3,3,342.8,-7.0588298943335035,-35.316723123710524,114.26666666666667,114.26666666666667
maria da fe,1,1,179.38,-22.30891409822217,-45.37334742476387,179.38,179.38
marialva,10,10,2714.6099999999997,-23.48392434035238,-51.79990910433004,271.46099999999996,271.46099999999996
mariana,17,17,2492.69,-20.37497229153692,-43.418085248936116,146.62882352941176,146.62882352941176
mariapolis,2,2,140.98000000000002,-21.796085690866683,-51.18213886034931,70.49000000000001,70.49000000000001
maribondo,1,1,100.97,-9.575858848762762,-36.30347185082699,100.97,100.97
marica,67,67,9669.34,-22.928392345106815,-42.85944742630707,144.31850746268657,144.31850746268657
mariental,1,1,1867.85,-25.50943247821568,-49.298553,1867.85,1867.85
marilac,1,1,1885.56,-18.508114563074084,-42.08210977053469,1885.56,1885.56
marilandia,5,5,703.68,-19.412026310370646,-40.54293876855565,140.736,140.736
marilia,112,112,21463.579999999998,-22.214800290262524,-49.947735483972075,191.6391071428571,191.6391071428571
mariluz,1,1,93.28,-24.009964476201365,-53.15131914175904,93.28,93.28
maringa,142,142,32163.5,-23.41604414353493,-51.93067104502707,226.50352112676057,226.50352112676057
marinopolis,2,2,188.98,-20.441329545770056,-50.823099173961076,94.49,94.49
mario campos,4,4,906.88,,,226.72,226.72
mariopolis,1,1,173.95,-26.354778741435545,-52.554335786909114,173.95,173.95
maripa,1,1,138.88,-24.47957153041861,-53.79608646469049,138.88,138.88
maristela,3,3,619.04,-23.03876670092714,-47.89387609159676,206.34666666666666,206.34666666666666
marituba,4,4,284.95,-1.3669818638394693,-48.33763710174524,71.2375,71.2375
marmeleiro,3,3,663.87,-26.14973579423784,-53.02966720898468,221.29,221.29
martinesia,1,1,53.23,,,53.23,53.23
martinho campos,1,1,54.64,-19.338557253719472,-45.22748738163027,54.64,54.64
martinopolis,5,5,6158.73,-22.148084858468284,-51.16954949489018,1231.7459999999999,1231.7459999999999
martins,1,1,80.92,-6.089642364788444,-37.91213084551946,80.92,80.92
martins soares,5,5,580.81,-20.25731159513661,-41.87310733510026,116.16199999999999,116.16199999999999
mascote,1,1,99.7,-15.588427783636105,-39.37293085727166,99.7,99.7
massape,1,1,110.0,-3.5225907610052434,-40.34841900899414,110.0,110.0
massaranduba,2,2,1057.43,-16.89465574624036,-42.36798639495379,528.715,528.715
mata de sao joao,8,8,1088.37,-12.551106730441745,-38.132896950838855,136.04625,136.04625
mata verde,1,1,204.66,-15.690291833040085,-40.73844595333425,204.66,204.66
matao,29,29,4530.57,-21.60748258206196,-48.36435915654448,156.22655172413792,156.22655172413792
matelandia,1,1,40.09,-25.197781812101827,-53.907610151341544,40.09,40.09
materlandia,2,2,116.65,-18.472854246322914,-43.059486696118356,58.325,58.325
mateus leme,6,6,694.54,-19.99123842180006,-44.42872947177971,115.75666666666666,115.75666666666666
matias barbosa,7,7,727.82,-21.869485342722417,-43.31977116023607,103.97428571428573,103.97428571428573
matias olimpio,1,1,4207.0,-3.716076724966497,-42.55389066321159,4207.0,4207.0
matinhos,18,18,2942.5499999999997,-25.813132721140203,-48.5363046397346,163.475,163.475
matipo,1,1,179.19,-20.29523058250375,-42.344496728529315,179.19,179.19
mato verde,3,3,1952.74,-15.39316055412574,-42.860843681988534,650.9133333333333,650.9133333333333
matoes do norte,1,1,629.27,-3.6283011943315135,-44.55683603279019,629.27,629.27
matozinhos,4,4,355.65999999999997,-19.56083264961986,-44.075581349214794,88.91499999999999,88.91499999999999
matrincha,1,1,64.22,-15.444496329541428,-50.72338918548001,64.22,64.22
matupa,2,2,353.4,-10.144574145793701,-54.8697929592983,176.7,176.7
matutina,1,1,68.44,-19.22229992242833,-45.96985523856589,68.44,68.44
maua,213,213,34516.13,-23.666474919282862,-46.442596302208266,162.047558685446,162.047558685446
maua da serra,1,1,89.46,-23.89965920315964,-51.227297658218994,89.46,89.46
maurilandia,1,1,86.58,-17.97857682219264,-50.340164438186015,86.58,86.58
maximiliano de almeida,2,2,287.97,-27.631778380283844,-51.804719613244764,143.985,143.985
medeiros neto,3,3,377.18999999999994,-17.375406123452056,-40.22236401991968,125.72999999999998,125.72999999999998
medianeira,12,12,1871.06,-25.29320167334103,-54.09513421896751,155.92166666666665,155.92166666666665
medina,3,3,319.76,-16.227412654546985,-41.47835277276773,106.58666666666666,106.58666666666666
meleiro,2,2,211.69,-28.834639881806513,-49.63181747150646,105.845,105.845
mendes,5,5,1033.46,-22.526046307478868,-43.73322381234702,206.692,206.692
mendes pimentel,4,4,319.64,-18.659970826739325,-41.40437128121699,79.91,79.91
mendonca,2,2,143.35,-21.4776416211639,-46.467315753599394,71.675,71.675
mercedes,1,1,113.44,-24.452002184845046,-54.167799767946796,113.44,113.44
merces,4,4,285.82,-21.197009034368783,-43.343187965687314,71.455,71.455
meridiano,1,1,140.47,-20.358241234875713,-50.17546015055213,140.47,140.47
meruoca,1,1,96.1,-3.544255119013516,-40.46178684697543,96.1,96.1
mesquita,46,46,10625.06,-22.45033648405959,-43.34921880249945,230.9795652173913,230.9795652173913
miguel calmon,3,3,709.3599999999999,-11.430232476786514,-40.59743564218764,236.4533333333333,236.4533333333333
miguel pereira,9,9,1803.37,-22.455516587510118,-43.47008296388347,200.37444444444444,200.37444444444444
miguelopolis,5,5,716.14,-20.182732189905014,-48.02780172057328,143.228,143.228
milagres,1,1,344.94,-10.091236653720141,-39.39997785063744,344.94,344.94
mimoso de goias,1,1,179.12,-15.058480568297375,-48.16143213393636,179.12,179.12
mimoso do sul,3,3,272.83000000000004,-21.061570668726116,-41.36296449402211,90.94333333333334,90.94333333333334
minacu,5,5,895.22,-13.52855704116866,-48.221095879632536,179.044,179.044
minas do leao,1,1,280.72,-30.13951748189073,-52.044881306470145,280.72,280.72
minas novas,2,2,249.9,-17.22409325173999,-42.585292129283744,124.95,124.95
minduri,1,1,43.18,-21.681808590818736,-44.6011619309737,43.18,43.18
mineiros,11,11,2077.44,-17.559133207325832,-52.54755280311534,188.85818181818183,188.85818181818183
mineiros do tiete,1,1,92.9,-22.41339600173933,-48.45129697299396,92.9,92.9
ministro andreazza,1,1,120.05,-11.189419682393686,-61.52464349969754,120.05,120.05
miracatu,3,3,2164.51,-24.27876853096373,-47.44974510482228,721.5033333333334,721.5033333333334
miracema,9,9,1231.09,-21.41145054043178,-42.19638618566784,136.78777777777776,136.78777777777776
mirai,3,3,1033.94,-21.193427607018222,-42.614449696492215,344.6466666666667,344.6466666666667
miraima,2,2,291.3,-3.5669148176495655,-39.93850253170076,145.65,145.65
miranda,2,2,158.76999999999998,-20.238080566923223,-56.39545861043507,79.38499999999999,79.38499999999999
mirandiba,2,2,263.36,-8.12563596318617,-38.729259157399184,131.68,131.68
mirandopolis,10,10,1532.76,-21.132503677693613,-51.103186563082744,153.276,153.276
miranorte,1,1,646.16,-9.534960573689403,-48.591047290409776,646.16,646.16
mirante do paranapanema,1,1,45.0,-22.29515174281066,-51.9115524214896,45.0,45.0
mirassol,11,11,3628.4100000000003,-20.8146242070109,-49.50733626949482,329.85545454545456,329.85545454545456
mirassol d'oeste,8,8,995.74,-15.67549165472028,-58.091327449650315,124.4675,124.4675
miravania,1,1,50.1,-14.749084707595326,-44.410436840678585,50.1,50.1
mirinzal,1,1,97.66,-2.0668738085740657,-44.785179947070084,97.66,97.66
missal,5,5,788.8000000000001,-25.09228097759096,-54.24220554511303,157.76000000000002,157.76000000000002
missi,1,1,152.95,,,152.95,152.95
mocajuba,1,1,85.6,-2.5816048419757904,-49.50640761955974,85.6,85.6
mococa,15,15,2459.83,-21.469232940795226,-47.01033958197421,163.98866666666666,163.98866666666666
moeda,1,1,85.46,-20.33159553899561,-44.05135830727897,85.46,85.46
moema,1,1,214.12,-19.842861578463324,-45.41231213762334,214.12,214.12
mogi das cruzes,195,195,41976.32,-23.537867129757515,-46.1928619388082,215.26317948717949,215.26317948717949
mogi mirim,40,40,6446.83,-22.45400949458001,-46.959964037056054,161.17075,161.17075
mogi-guacu,56,56,9266.15,-22.34907878958935,-46.94641104134992,165.46696428571428,165.46696428571428
moju,2,2,124.35999999999999,-1.8897855716183642,-48.76695377709679,62.17999999999999,62.17999999999999
mojui dos campos,1,1,112.12,-2.6832381040406053,-54.63846808173611,112.12,112.12
mombuca,2,2,82.72,-20.56936647541443,-46.02311914850127,41.36,41.36
moncao,1,1,143.36,-3.4952781661019174,-45.24770532027483,143.36,143.36
moncoes,1,1,195.34,-20.852480515464546,-50.09068914679384,195.34,195.34
mondai,1,1,209.43,-27.101575115595427,-53.400361871374365,209.43,209.43
mongagua,19,19,2541.52,-24.11189555747921,-46.665437421768196,133.7642105263158,133.7642105263158
monsenhor tabosa,1,1,176.33,-4.811069197938342,-40.066456844180365,176.33,176.33
montalvania,2,2,152.43,-14.416785953121789,-44.38216215825128,76.215,76.215
montanha,6,6,1618.28,-18.13113299686834,-40.35711188194904,269.7133333333333,269.7133333333333
montauri,2,2,514.42,-28.65338084251949,-52.075866110814346,257.21,257.21
monte alegre,1,1,41.14,-8.561948854453144,-43.255818647260234,41.14,41.14
monte alegre de minas,1,1,103.26,-18.868849135787116,-48.879146968471915,103.26,103.26
monte alegre do sul,5,5,1469.2,-22.698918169851414,-46.84649616728969,293.84000000000003,293.84000000000003
monte alto,17,17,1794.15,-21.263459220114285,-48.495496727506335,105.53823529411765,105.53823529411765
monte aprazivel,5,5,1051.6,,,210.32,210.32
monte azul,2,2,250.13,-15.152585076654928,-42.87098092596081,125.065,125.065
monte azul paulista,14,14,3822.93,-20.906080858148847,-48.64290074163918,273.06642857142856,273.06642857142856
monte belo,3,3,1366.25,-21.325337015065983,-46.36803921930899,455.4166666666667,455.4166666666667
monte belo do sul,1,1,233.48,-29.16319437700109,-51.63695370139826,233.48,233.48
monte bonito,1,1,50.34,-31.63880715441437,-52.41553423919472,50.34,50.34
monte carlo,2,2,330.76,-27.210942777159808,-50.973045717160865,165.38,165.38
monte carmelo,13,13,1932.43,-18.73255318535424,-47.49636761511996,148.64846153846153,148.64846153846153
monte castelo,2,2,203.54000000000002,-23.8802080094606,-50.89909167680287,101.77000000000001,101.77000000000001
monte mor,25,25,2876.27,-22.944389409694327,-47.295351221518395,115.0508,115.0508
monte santo,1,1,40.0,-10.438905632289902,-39.33166015708399,40.0,40.0
monte santo de minas,5,5,582.5,-21.099070111084227,-46.89397960358021,116.5,116.5
monte siao,11,11,1406.61,-22.430217898121075,-46.57340512991157,127.87363636363635,127.87363636363635
monte verde,1,1,46.13,-22.860174010216742,-46.03257024981759,46.13,46.13
montenegro,13,13,1809.99,-29.68780422662315,-51.467963988245124,139.23,139.23
montes claros,96,96,16895.46,-16.72591681152731,-43.8566085753747,175.994375,175.994375
montividiu do norte,1,1,33.09,-13.352843374404667,-48.690562356137626,33.09,33.09
morada nova,4,4,626.5,-5.168464443385003,-38.42780947604457,156.625,156.625
morada nova de minas,1,1,186.85,-18.60522950472143,-45.353299377474784,186.85,186.85
moreira sales,2,2,244.07,-24.051547975700355,-53.00637296762316,122.035,122.035
moreno,2,2,396.28,-8.117514384880712,-35.110601358453785,198.14,198.14
morpara,1,1,49.96,-11.564151518259994,-43.27671953865007,49.96,49.96
morrinhos,9,9,1775.42,-10.48747104763515,-44.611557755223416,197.2688888888889,197.2688888888889
morro agudo,7,7,12802.1,-20.72828330325555,-48.05514852208202,1828.8714285714286,1828.8714285714286
morro da fumaca,5,5,1834.93,-28.651461411045453,-49.21095771779099,366.986,366.986
morro do chapeu,5,5,390.27,-11.548025813188566,-41.15916631362808,78.054,78.054
morro do ferro,1,1,154.38,-20.768046872119893,-44.57978038279778,154.38,154.38
morro do pilar,1,1,87.64,-19.219598574626463,-43.38193923972434,87.64,87.64
morro grande,1,1,317.16,-28.803420626886183,-49.714754963930766,317.16,317.16
morro reuter,2,2,779.79,-29.539460510721494,-51.082648077095065,389.895,389.895
morungaba,3,3,458.28,-22.875938478414557,-46.793434706878294,152.76,152.76
mossoro,20,20,3580.51,-5.189183987964244,-37.349100552026236,179.02550000000002,179.02550000000002
mostardas,5,5,370.21,-31.102961069926018,-50.91340742099437,74.042,74.042
motuca,2,2,247.76,-21.50979127631984,-48.15053355851478,123.88,123.88
mozarlandia,2,2,137.6,-14.75127393843723,-50.56816461230508,68.8,68.8
mucuge,1,1,285.74,,,285.74,285.74
mucuri,4,4,1653.17,-18.071603357754014,-39.56837083080777,413.2925,413.2925
mundo novo,4,4,904.09,-16.527785159317983,-48.34984385754465,226.0225,226.0225
munhoz,3,3,465.08,-22.61384923072915,-46.3625578974145,155.02666666666667,155.02666666666667
munhoz de melo,1,1,238.41,-23.148268304523533,-51.774096846514354,238.41,238.41
muniz freire,1,1,163.78,-20.399240769014078,-41.40258717297238,163.78,163.78
muquem do sao francisco,1,1,44.41,,,44.41,44.41
muqui,1,1,354.42,-20.95206473566138,-41.342187048258076,354.42,354.42
muriae,30,30,11003.39,-21.129783479061466,-42.38414927150374,366.7796666666666,366.7796666666666
murici,1,1,84.05,-9.31049621523562,-35.94520587502116,84.05,84.05
muritiba,1,1,222.63,-12.622423750740422,-38.98946847054154,222.63,222.63
murutinga do sul,2,2,855.71,-20.99263572309109,-51.2785202245721,427.855,427.855
mutuipe,1,1,66.69,-13.228299940041628,-39.506295861448365,66.69,66.69
mutum,3,3,268.72,-19.826182498347983,-41.43855366446426,89.57333333333334,89.57333333333334
mutunopolis,1,1,58.56,-13.728156076776243,-49.28255872909269,58.56,58.56
muzambinho,5,5,674.8199999999999,-21.368981491695624,-46.523156559190284,134.964,134.964
nanuque,10,10,1324.34,-17.844081255954336,-40.34915577347187,132.434,132.434
nao-me-toque,4,4,1142.82,-28.461117014600028,-52.81932731120382,285.705,285.705
natal,105,105,27823.82,-5.801398811040403,-35.227613191226254,264.98876190476193,264.98876190476193
natividade,9,9,3289.83,-16.37890158915269,-44.84827678586906,365.53666666666663,365.53666666666663
natividade da serra,1,1,138.89,-23.377650255194677,-45.4439920506923,138.89,138.89
navegantes,17,17,6073.24,-26.853653365224122,-48.6768261867671,357.2494117647059,357.2494117647059
navirai,5,5,1142.58,-23.06107639693415,-54.20037679183215,228.516,228.516
nazare,2,2,346.52,-9.700142689933898,-43.334955976137095,173.26,173.26
nazare paulista,4,4,462.14,,,115.535,115.535
nazareno,1,1,145.88,-21.218426460567624,-44.615820980959015,145.88,145.88
nazario,1,1,69.9,-16.580899236343214,-49.88292119198271,69.9,69.9
nepomuceno,6,6,778.0,-21.236352172815856,-45.23626913181331,129.66666666666666,129.66666666666666
neropolis,4,4,2684.5,-16.405922323480205,-49.221319687063634,671.125,671.125
neves paulista,3,3,154.32,-20.843958221870825,-49.631101809394146,51.44,51.44
nhandeara,5,5,499.04,-20.69098214301291,-50.046761939752685,99.808,99.808
nilopolis,53,53,11518.52,-22.81026115314545,-43.4190834852387,217.33056603773585,217.33056603773585
nipoa,2,2,372.35,-20.913083868087895,-49.77811856559246,186.175,186.175
niquelandia,8,8,1569.1299999999999,-14.469844694917848,-48.4569498848423,196.14124999999999,196.14124999999999
niteroi,496,496,106788.86,-22.641968102982993,-42.891623455022064,215.30012096774195,215.30012096774195
nonoai,2,2,252.67,-27.368607339813273,-52.77330694615436,126.335,126.335
nossa senhora das gracas,1,1,48.37,-22.914073517756407,-51.797181091346296,48.37,48.37
nossa senhora de caravaggio,1,1,154.38,-25.779146417776126,-48.26006409087198,154.38,154.38
nossa senhora do o,2,2,457.19,,,228.595,228.595
nossa senhora do remedio,2,2,163.29000000000002,,,81.64500000000001,81.64500000000001
nossa senhora do socorro,4,4,622.53,-10.864589292249612,-37.09579239297197,155.6325,155.6325
nova alvorada,1,1,111.32,-28.67701523953113,-52.164869686533066,111.32,111.32
nova alvorada do sul,1,1,214.14,-21.45877491165093,-54.365640213038574,214.14,214.14
nova andradina,4,4,2007.48,-22.247795402944273,-53.34735455657627,501.87,501.87
nova aurora,3,3,1109.59,-21.29288163119491,-50.7575452787112,369.8633333333333,369.8633333333333
nova bandeirantes,2,2,775.0,-9.850183497966546,-57.82294898680789,387.5,387.5
nova bassano,1,1,396.16,-28.73275657187561,-51.704570818803276,396.16,396.16
nova boa vista,1,1,75.85,-27.992458122241498,-52.980951758737106,75.85,75.85
nova brasilandia d'oeste,1,1,131.55,-11.72587550968041,-62.31699294184998,131.55,131.55
nova campina,1,1,40.29,-24.121789977420086,-48.904884830442995,40.29,40.29
nova canaa,1,1,146.69,-14.669574171941456,-40.122280444625304,146.69,146.69
nova canaa paulista,1,1,83.05,-20.38262457034294,-50.94343646027845,83.05,83.05
nova crixas,1,1,176.18,-14.094530496663717,-50.3435023323089,176.18,176.18
nova cruz,1,1,78.75,-6.4801497212964305,-35.432799303715115,78.75,78.75
nova era,6,6,1600.84,-19.764914311361164,-43.02993999536735,266.8066666666667,266.8066666666667
nova erechim,1,1,141.73,-26.90380516299316,-52.90589294135718,141.73,141.73
nova esperanca,4,4,1271.1,-20.92610017180188,-45.18822022463719,317.775,317.775
nova esperanca do piria,1,1,2252.66,-2.25722575385321,-46.95885788805854,2252.66,2252.66
nova esperanca do sul,1,1,1153.25,-29.42080867622841,-54.906168703110346,1153.25,1153.25
nova europa,5,5,474.08,-21.780472771981888,-48.56577873780284,94.816,94.816
nova fatima,3,3,329.38,-17.521016021694482,-45.09599198362141,109.79333333333334,109.79333333333334
nova friburgo,79,79,18804.15,-22.281289913688873,-42.52235339281925,238.02721518987343,238.02721518987343
nova granada,8,8,934.69,-20.536387134122258,-49.32085573063807,116.83625,116.83625
nova guataporanga,1,1,117.76,-21.332455863200394,-51.64596990139046,117.76,117.76
nova iguacu,239,239,46975.29,-22.741562264611122,-43.4850077791495,196.54933054393305,196.54933054393305
nova ipixuna,1,1,1034.06,-4.9214714305945515,-49.07880708174833,1034.06,1034.06
nova itaberaba,1,1,272.63,-26.94061305970668,-52.8151697400277,272.63,272.63
nova lima,60,60,16710.39,-20.026109967241165,-43.90587847102721,278.5065,278.5065
nova londrina,8,8,879.26,-22.763496600457717,-52.98829848487106,109.9075,109.9075
nova luzitania,1,1,34.75,-20.856451163027177,-50.26211321114505,34.75,34.75
nova mamore,1,1,347.79,,,347.79,347.79
nova monte verde,1,1,50.03,-9.979483347743496,-57.449932389721454,50.03,50.03
nova mutum,2,2,246.48999999999998,-13.81190941318278,-56.08321769268831,123.24499999999999,123.24499999999999
nova odessa,26,26,3902.23,-22.786186296188063,-47.289990030794925,150.08576923076924,150.08576923076924
nova olimpia,1,1,203.38,-19.125845056624193,-55.19138491665394,203.38,203.38
nova olinda,2,2,137.46,-7.401953852971151,-42.04629962743574,68.73,68.73
nova olinda do maranhao,1,1,263.65,-2.806361803992104,-45.70419740771682,263.65,263.65
nova padua,1,1,89.36,,,89.36,89.36
nova palma,1,1,98.34,-29.46857622844848,-53.45869367289793,98.34,98.34
nova petropolis,4,4,353.57,,,88.3925,88.3925
nova ponte,3,3,1631.39,-19.3364369651837,-47.113221804399366,543.7966666666667,543.7966666666667
nova prata,9,9,1088.94,-28.78225459518229,-51.60921296756925,120.99333333333334,120.99333333333334
nova prata do iguacu,6,6,2020.13,-25.635752110869912,-53.3472924775523,336.68833333333333,336.68833333333333
nova redencao,1,1,36.69,-12.8161305099824,-41.069748002827914,36.69,36.69
nova resende,1,1,26.09,-21.11141078117889,-46.420562692445976,26.09,26.09
nova roma do sul,1,1,1127.29,-28.987234388238626,-51.40785295265843,1127.29,1127.29
nova russas,3,3,570.3199999999999,-4.7085259993750315,-40.5573026886814,190.10666666666665,190.10666666666665
nova santa rosa,2,2,296.71,-24.462380148280616,-53.95650432324312,148.355,148.355
nova serrana,22,22,7241.61,-19.874060044307274,-44.98701334631972,329.1640909090909,329.1640909090909
nova soure,2,2,238.82,-11.24056027473802,-38.48111201874123,119.41,119.41
nova trento,2,2,183.16,-27.28299944363184,-48.93077294776362,91.58,91.58
nova ubirata,1,1,123.75,,,123.75,123.75
nova venecia,5,5,783.6800000000001,-18.70658082589379,-40.406383792282284,156.73600000000002,156.73600000000002
nova veneza,5,5,680.31,-22.513129800306196,-49.40810018199001,136.06199999999998,136.06199999999998
nova xavantina,6,6,2255.54,-14.66646434914308,-52.353931091841375,375.92333333333335,375.92333333333335
novo brasil,1,1,103.75,-17.642092682792644,-45.61520072218444,103.75,103.75
novo cruzeiro,4,4,402.62,-17.460076462397126,-41.88544113747723,100.655,100.655
novo gama,4,4,351.39,-16.072266408625186,-48.039067081858434,87.8475,87.8475
novo hamburgo,75,75,18767.71,-29.69033596910943,-51.12363014445858,250.23613333333333,250.23613333333333
novo horizonte,8,8,2103.56,-20.243908929900957,-48.07131648061647,262.945,262.945
novo itacolomi,1,1,244.44,-23.765090555947094,-51.50670423186026,244.44,244.44
novo jardim,1,1,60.98,-11.819560788904193,-46.62521807090953,60.98,60.98
novo oriente,1,1,217.16,-5.536525052704697,-40.77414915894402,217.16,217.16
novo oriente de minas,1,1,281.0,-17.412728542262887,-41.21959275652008,281.0,281.0
novo oriente do piaui,2,2,252.57,-6.45634291116789,-41.93335362072891,126.285,126.285
novo planalto,1,1,46.29,-13.240724859882576,-49.50851878407679,46.29,46.29
novo progresso,2,2,932.8900000000001,-7.093480792948906,-55.40306116634601,466.44500000000005,466.44500000000005
novo repartimento,2,2,260.16,-4.258293108188548,-49.97543464497394,130.08,130.08
novo sao joaquim,1,1,194.24,-14.912518702749331,-53.0196461246,194.24,194.24
nucleo residencial pilar,7,7,2306.9700000000003,,,329.56714285714287,329.56714285714287
nuporanga,1,1,61.79,-20.72929875103183,-47.752326415093854,61.79,61.79
ocara,1,1,117.16,-4.487947696050415,-38.59237493596233,117.16,117.16
ocaucu,1,1,99.34,-22.43978584339526,-49.920418157041055,99.34,99.34
oeiras,4,4,535.47,-7.015859272902651,-42.1265255109234,133.8675,133.8675
oeiras do para,1,1,162.97,-2.0050840872794637,-49.85879971902692,162.97,162.97
olho d'agua das cunhas,1,1,209.46,,,209.46,209.46
olhos d'agua,1,1,119.84,,,119.84,119.84
olimpia,19,19,9503.12,-20.73752999199967,-48.9090364662508,500.16421052631586,500.16421052631586
olinda,49,49,11344.710000000001,-7.993228469983002,-34.86428682018868,231.52469387755104,231.52469387755104
olindina,1,1,52.04,-11.36300217337656,-38.32943880702623,52.04,52.04
oliveira,11,11,2296.5299999999997,-20.698563939792177,-44.82676038665832,208.77545454545452,208.77545454545452
oliveira dos brejinhos,1,1,97.12,-12.315531502909078,-42.88346083742181,97.12,97.12
onda verde,1,1,89.49,-20.608164456239606,-49.29805907727272,89.49,89.49
oriente,1,1,138.76,-22.153846197462396,-50.093950330212785,138.76,138.76
orindiuva,2,2,180.87,-20.185267431091138,-49.35290379035787,90.435,90.435
orizania,1,1,190.09,-20.506175664051682,-42.20584853608781,190.09,190.09
orizona,3,3,357.87,-17.032172054328477,-48.30001770873917,119.29,119.29
orlandia,19,19,5226.0,-20.716823599737285,-47.87953500680893,275.05263157894734,275.05263157894734
orleans,3,3,494.72,-28.357506793762706,-49.288673597165094,164.90666666666667,164.90666666666667
oroco,2,2,291.14,-8.617094295363048,-39.60183695539925,145.57,145.57
ortigueira,2,2,318.68,-24.205572115297535,-50.933840621265624,159.34,159.34
osasco,422,422,72139.53,-23.535403165671635,-46.78754159348816,170.94675355450238,170.94675355450238
